Data from USB4F045381__7__11-21-12-951.txt Node

Date: Wed Apr 24 11:21:12 EDT 2024
User: dsalmieri
Spectrometer: USB4F04538
Trigger mode: 4
Integration Time (sec): 1.000000E0
Scans to average: 10
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
345.52	-1125.99
345.736	-1125.99
345.952	-1125.99
346.168	-1116.57
346.384	-1125.38
346.6	-169.59
346.816	-260.72
347.032	-153.61
347.248	405.48
347.464	-282.43
347.68	-160.37
347.896	71.46
348.112	370.05
348.328	-115.11
348.544	-70.67
348.76	91.94
348.975	273.59
349.191	-259.9
349.407	-298.82
349.623	97.88
349.839	-34.22
350.055	-216.49
350.27	0.39
350.486	138.02
350.702	259.87
350.918	221.57
351.133	-204.61
351.349	133.92
351.565	429.85
351.781	-339.37
351.996	-15.99
352.212	196.18
352.428	-102.83
352.644	-263.8
352.859	-261.95
353.075	240.82
353.291	121.22
353.506	-193.75
353.722	-307.01
353.938	-79.48
354.153	449.1
354.369	102.59
354.584	-280.18
354.8	278.51
355.016	-296.97
355.231	-324.62
355.447	-130.68
355.662	183.07
355.878	750.15
356.093	-404.08
356.309	-73.74
356.524	-212.19
356.74	286.7
356.955	-305.16
357.171	-109.17
357.386	159.11
357.602	-212.39
357.817	-144.81
358.033	-231.44
358.248	313.32
358.464	195.36
358.679	-228.98
358.895	-378.89
359.11	-9.23
359.325	214
359.541	201.91
359.756	-47.94
359.972	-267.69
360.187	236.52
360.402	-264
360.618	-218.33
360.833	1084.79
361.048	142.52
361.264	-237.99
361.479	-117.78
361.694	37.05
361.909	190.03
362.125	-266.87
362.34	-178.4
362.555	205.8
362.77	117.33
362.986	-354.32
363.201	-242.09
363.416	176.31
363.631	15.34
363.847	-262.98
364.062	-234.1
364.277	193.93
364.492	36.03
364.707	-209.73
364.922	-415.55
365.138	265.81
365.353	331.75
365.568	-341.82
365.783	-217.92
365.998	153.79
366.213	541.06
366.428	-302.09
366.643	21.28
366.858	282.4
367.073	209.08
367.288	-183.72
367.503	-287.14
367.718	89.89
367.933	345.68
368.148	-355.13
368.363	-112.66
368.578	12.07
368.793	448.08
369.008	-217.31
369.223	-335.06
369.438	236.32
369.653	276.87
369.868	-336.91
370.083	-348.99
370.298	117.54
370.513	392.17
370.728	-1.25
370.943	-278.75
371.157	-172.87
371.372	554.57
371.587	-342.44
371.802	-380.53
372.017	55.28
372.232	420.23
372.446	-103.03
372.661	-317.25
372.876	174.67
373.091	203.14
373.306	-149.93
373.52	-341.82
373.735	-102.01
373.95	430.26
374.165	-211.57
374.379	-189.45
374.594	-122.69
374.809	181.84
375.023	-33.4
375.238	-310.08
375.453	257.21
375.667	-244.54
375.882	-264.41
376.097	-284.68
376.311	21.49
376.526	55.28
376.741	-285.91
376.955	92.55
377.17	479.62
377.384	681.75
377.599	-85.62
377.813	-367.42
378.028	583.45
378.242	207.44
378.457	-140.3
378.672	-408.38
378.886	12.07
379.101	-25
379.315	-436.03
379.53	-253.97
379.744	256.8
379.958	185.32
380.173	-239.42
380.387	-291.65
380.602	209.49
380.816	-107.74
381.031	-237.17
381.245	-191.91
381.459	183.89
381.674	3188.06
381.888	-300.04
382.103	83.54
382.317	-146.45
382.531	383.36
382.746	-151.77
382.96	-260.31
383.174	-75.79
383.388	534.09
383.603	-22.95
383.817	-394.87
384.031	108.73
384.246	436.41
384.46	-96.27
384.674	345.68
384.888	-17.83
385.103	59.17
385.317	-372.54
385.531	-73.54
385.745	437.84
385.959	308.2
386.174	-285.71
386.388	-285.91
386.602	5.92
386.816	-114.5
387.03	-168.77
387.244	-151.16
387.458	87.84
387.672	338.31
387.887	-406.13
388.101	-340.39
388.315	320.29
388.529	124.7
388.743	-252.94
388.957	-306.6
389.171	305.13
389.385	-198.87
389.599	-277.93
389.813	-27.26
390.027	186.76
390.241	635.67
390.455	-220.99
390.669	-147.27
390.883	-46.71
391.097	530.61
391.311	-8.41
391.525	-263.39
391.738	247.17
391.952	225.26
392.166	-115.11
392.38	-342.85
392.594	260.89
392.808	302.67
393.022	-165.08
393.236	-216.08
393.449	181.02
393.663	229.36
393.877	-361.69
394.091	-139.28
394.305	84.97
394.518	-118.39
394.732	-367.83
394.946	-200.1
395.16	499.89
395.373	109.55
395.587	-324.01
395.801	-264
396.015	301.03
396.228	223.21
396.442	-372.95
396.656	-465.32
396.869	310.25
397.083	485.56
397.297	-155.87
397.51	-236.35
397.724	283.22
397.938	124.5
398.151	-409.82
398.365	-388.52
398.578	233.45
398.792	378.24
399.005	-74.36
399.219	-223.04
399.433	118.97
399.646	242.87
399.86	-35.86
400.073	-13.12
400.287	202.94
400.5	49.13
400.714	-38.93
400.927	-157.71
401.141	262.74
401.354	1178.59
401.567	183.89
401.781	-380.94
401.994	199.46
402.208	618.67
402.421	-161.6
402.635	-196.01
402.848	-45.89
403.061	268.68
403.275	-138.46
403.488	-292.88
403.701	427.19
403.915	314.35
404.128	-19.27
404.341	-227.34
404.555	291.61
404.768	-39.34
404.981	-23.77
405.195	-251.1
405.408	438.45
405.621	249.84
405.834	-9.23
406.048	-334.66
406.261	412.44
406.474	393.19
406.687	-299.23
406.9	-94.02
407.114	73.51
407.327	260.69
407.54	-388.93
407.753	-416.57
407.966	-141.94
408.179	171.81
408.392	-276.7
408.605	-401.21
408.819	146.62
409.032	246.97
409.245	-242.91
409.458	-13.53
409.671	189.62
409.884	310.05
410.097	-376.43
410.31	-57.36
